id|name|review_count|useful|funny|cool
EPi3CxsRhjdW-JfvtLK5_A|Fred N.|1|0|0|0
EYojv3zEBQoJgadGQ3lD4A|M T.|3|39|13|10
hsnwTBSdG30DyHiqsDc38w|kristen c.|2|50|7|21
_D_4P0y8csWAoi57isL6eg|k p.|1|6|9|4
zVDXzYonFd5V8c09zR-8mQ|tony T.|1|1|0|0
htdebpcgdfQZcMDykzJ0QQ|Amy G.|1|3|0|2
mOsSQfIpzDNEVuhI5Vo3CQ|Nick A.|1|2|1|3
WMkQDNMXcLXnBcAbqvKLEw|Karissa A.|1|0|0|0
pzZEAHDhN2c1PeEkZh54vA|NiNi M.|2|56|21|22
wiCR6Kq2jS2YFoE4lyVoUg|Te T.|15|110|62|52
nVvsGGmtk7ZzvmhEX01fkQ|Garth S.|1|364|471|293
mGCUNlTXVW6aYsfXoZEakQ|Jeff G.|1|112|52|31
6qMTP8GqbmIVNZdMD0m2dw|Emma B.|1|4|0|0
2hfvQKS4_MGpLgj2v6dZeA|K W.|1|9|3|4
hhtqurHHxpWqDPe0Ev70Wg|andy s.|1|2|1|1
2TZDwJQGYcV7kv-EqszjUw|Claudia M.|1|12|3|0
Xy6iRr-bcxssG8lOY0tRnQ|Matthew H.|1|99|32|31
OtZfrVp36gfcY6fNd8lKGQ|Bryan D.|1|69|18|34
UnnQ7aPuVPX02WBDakpBVw|Jalon Z.|3|153|24|109
q0SGWgnh7Zmw5DvrmwG81w|E C.|1|5|1|1
4Lg6LvZRaH6yaENdxeWJfQ|Belle F.|1|20|3|9
jwtTBTYuL8249q26lmJH6A|Jessica S.|15|161|50|56
d_gt7E-ldc5zAZ0TVUnTYw|Taylor T.|3|96|20|49
2XRPWoW6I9jnHzRh9hhqWA|bradford w.|1|0|0|0
CE_uUA8hGLKGF8m7B55DCQ|Rebecca S.|2|3|1|0
L7IYh31ATB_wn-ZyZBbPjg|Kasia W.|1|2|4|3
AK5ALhxYt5fE2Jae2ywJ0w|James F.|1|14|4|3
OGV40r9v4MZ7r2gwkutNbw|Ren H.|2|644|113|177
aFTniIDsw7_EMDXCpMhojA|Alex G.|1|0|0|0
EblK20dUUogxra1VI23BGQ|Rose L.|4|73|15|25
Wbew-2-6Vhx8nQ1FGmWbog|Kevin W.|2|308|81|91
41QL50gBUbko1ZPb39Rj4g|Fin H.|2|325|139|190
OuHZ4T0Cr0yX_9QL49LwYw|Jamie C.|1|1|0|1
ylzB8K0gWgFotyRtlDv_7A|Verna W.|2|2|2|2
ryf7iJDJQDywHrxXT7p1iw|J Y.|1|6|4|4
__2Xu2F0Z1gAodYpIdOsCQ|Ainsley D.|2|411|184|196
3kok03ZCUKKm3CMgqC345g|Omar G.|1|5|1|4
ncu-E0zT7hsrHFT10p3_Ag|Kyle M.|1|4|1|2
odq8SUSIT8narMOKlZrg6Q|Don W.|1|2114|805|1246
qVEmas6gFaOoRLAhLIyJmw|Kisha T.|7|175|90|120
OAkH6t9Mkg2fDwDFvq-B8g|Stacey C.|1|0|1|1
B8WzDzRTryAgw6K57mSaZQ|carmen d.|2|1|1|1
JauUrzrWq6FE55BwC-b7Aw|Amber M.|5|39|15|25
RHOmfXo5WI4v2FNlt62qZA|Robert G.|1|0|0|0
ogORVfJuxyi4yZXvNULXHQ|Thomas W.|2|3|2|0
YKgIk60u7BtJ8vUNtlaerg|Dave L.|2|158|74|43
VXMCDvwzycqL_59jTCLyVQ|Meredith a.|2|68|18|15
IhmBr-yHC8xLjdnoq7O37w|A. M.|19|1262|565|499
tj37m2DkXs2Tu3ykyJFeYQ|R C.|1|21|5|3
viP_WzgLV9OYhYUE--5O9g|Andrew S.|1|1|0|0
V5h-FSg9LtdhCRB6_k61-g|Joe M.|1|10|7|1
Z0e3naC7HJTEaDzBp44wDw|Elizabeth F.|2|20|4|4
-WKjn01_qaRxln2ChXU4FA|rohn g.|1|84|51|43
0Z69ClooWQ9Obw5RdZwmlA|Dani D.|1|0|0|0
KozG48BH1gGDS0X7sio4Qg|Dave P.|1|0|0|0
_pc-wC5PvaMLG5GycgHy6A|Lauren L.|3|643|213|211
6uf5YKFBI9ySg476IHKdNg|L S.|2|1|0|0
DvQjzwB3PapLctxpqi38-w|Zac C.|3|12|0|1
B6ug_EsueTkRR-RziainpA|Mary P.|3|3|1|7
M3tn1rJTHLIzIJy8kGiPRA|Erin A.|3|69|13|17
Zu0XNq8YnVBNFfRXuv727A|Paul H.|2|75|20|33
TJIUgajve5gQtFuWtzYfrw|elana j.|1|2|2|1
nuFG-ukiDV_GGh_rBK4m_A|HeartBeat Radio F. M.|3|484|384|171
5pyBCMMnVP4nF2JgnnYvug|Amanda K.|1|173|35|60
Jb8mgxnmyeeP-cgYzznVBA|Cameron L.|1|20|5|11
FqSUiRhgMw8Q69CPt3r2Qg|Vivian A.|1|3|0|0
6_0eSRqMoNfVaNUpzUSrNg|Emily F.|1|1|0|0
fMFUNmmtkzBlYS0Gk_FVdw|Cato M.|21|30|7|16
qdbrjXOppQHWkWg_QvFC8Q|Karen S.|1|3|0|0
FmcMprtEa79KhPzxD7GQcA|NUNO P.|1|1|0|0
Jw4OHr6HibJeEIMfAxc1_Q|Judy C.|4|477|141|302
5rMLh-7bIZWMZCXSKO-Xfg|Edwin V.|1|10|0|1
CQlus1J0SvGPWC4w9fkwrg|James B.|1|1|0|1
TaGA-Lg3z61-MzhJ8YVKYg|Gretchen B.|1|0|1|0
Yue0PbJJPKMbjZbPO5MxUw|Serena C.|3|426|115|140
BIr_PrkwfULwVaXLAK5P3w|wendi m.|1|16|1|2
6UqIsxO8ASoDpyRpVNQ9wg|Thom M.|1|6|0|3
l5ZEeWMBir0YeBQmw1copw|Lisa D.|3|30|13|5
p4Im58xysfBjR1zzI3h3mQ|Louise E.|2|4|1|1
Fvq2v_utTH_KuJH_h1sbOw|Christopher W.|3|60|16|14
ko731W1zbjY_ZMdKNs6XbA|Bob T.|1|2|1|0
vkAxL83AwdnSEgVBsC3cGw|Jill D.|1|1|0|0
HoCHjDvtbSg_LHaZjhWHDA|Ashley G.|1|32|6|7
FiV2gXMeb3FjsxENgmzmsw|Kerry M.|1|0|0|1
vdf8jJvwqOcJ4YzKGkuPCA|Liz M.|5|74|9|13
GJi6LwSIHmdU4I9z4jSdzA|Brian H.|1|1|0|2
2nx9RhS7-p9RleFt-3Yk9A|Greg V.|1|0|0|0
dVdNJgb_n7v0mVq2gSxafQ|V S.|1|2|1|3
Wb3lr1zYbESrUqpnDqcc_g|William H.|10|112|50|80
Uyho0s3bQYDIJBAMmJ3qFg|Kevin D.|1|8|15|5
m8AG551k8d45oy-kIbXjfw|Nicole D.|1|2|0|0
QaXsdkNpxRUVC63Act0PbQ|Jason K.|1|3|1|0
5dugjIhFhOnxhmLQQ_pNKA|Erica G.|1|32|6|9
11YOuhbC50YHN-U-QDWCZw|Natalia B.|3|8|6|9
qkr00D3bjfnnvLgYDnXhMQ|Lani L.|1|8|3|2
N4mIzFm7Qs9yKcRFXg4-1g|Scottie M.|1|3|0|0
1fexZh02vL9UBNZR1V4y_Q|Daniel L.|4|237|38|104
F1rIfM1lVvpeaOxOe9D3ZQ|aaron t.|5|91|13|44
LOI-_XYhJAhp3254KbaTxw|Abhay Kumar A.|1|1|0|0
svIdwzMXUNDXWjfuMGMezw|David B.|2|308|135|79
pbAYlegJeu0cosZzcnmx2A|Katie R.|1|286|102|102
qEv3LrfTm95_VJfU0hFQwA|Mikee R.|1|76|37|30
oO5TqyC5bGkK6yz7j2Rt_g|Louise A.|1|13|1|4
e24bt6h1OPlHYFWKdhr1ig|Heather C.|1|1|1|1
_8i08wTQEuIVcw-PMHMSUA|Stacey H.|1|37|11|8
IAMEikQIIeslHsJlklHAVA|Kate L.|1|20|4|8
1gdHugnpeumrZr3vasLOkA|Nathan H.|3|10|0|2
bk_cLjqSEWCWiMPIJsQv7A|Vinny G.|2|71|45|30
365DjGEYWHCMqmB86qoGFA|Joie S.|3|15|0|5
dMJPOYeBrb7xRzFeBvHiCA|Lee H.|4|54|4|19
MleKBCQWsPa9dtQpPwwvMg|Karen C.|1|0|2|1
0rTRu4kGGcApI4INdmSU4g|Richard B.|2|13|23|11
jkO7kqqw1G2RgVaamNt1dg|Barbara B.|1|0|0|0
GSFSPGnt6qu3bRGtOwQ9OA|Annie Y.|2|77|24|28
BXOQb4spbrBd81oK1i4UJw|Geoff R.|1|10|3|4
eom24ZxY4r_LWsPvSQNBxw|Kait M.|1|21|4|6
9oyxt5lNWwcyoBvIzNXqdA|Brendan K.|2|13|7|4
08oBMLE8uTKYJJ8gyyvu6w|Ethan S.|2|2|1|1
6_obXmQ5qX8frbj35wUX9w|Y S.|1|7|2|3
rjRqCX4Y7Idax9cenia3HQ|John D.|1|5|3|1
wgDpdHHou5zVH1gKL2lY9w|Kevin W.|1|134|68|58
9-e6IZC7lv7zWVGr0kDBfw|John F.|14|397|135|210
CiPuoYrG3ABdPbLMGjBIjw|Sara H.|4|44|14|27
KZCj6jVD-tiJ7hDd51hdgw|Sarah R.|1|3|0|0
4YM1euWbGmJdvl4caq4dGg|Anita I.|1|11|4|3
7OPaRkoUd0TcAvkJWBZqtw|John M.|1|10|2|2
qEMhJPjboSA_LcFL6fN_4w|Kate W.|1|6|0|0
zQ4bdohHLDHnkj3LiNxGlA|Kevin M.|1|3|1|1
fT5FCPk8MWxsm-Ir-_4doA|Kate B.|4|647|132|349
T5izlRnuHQ-_7kPawyTnMQ|A D.|1|1|0|0
Fyl8Q5HwwPWCyHJELW1n4w|Debra C.|1|1|0|0
snjP8ZfEmwr8HAwYHr320Q|steven b.|1|0|0|0
ti5JXvrwgGYN_1z60I54xw|Bridget B.|3|23|13|16
Ox1aC_SRNHpc-soP_Ck9Mg|Sally B.|1|10|1|1
nQseJeUImzgcnewr0KrBXg|Amanda D.|1|6|0|1
Qybxyv0L7O_fNiWBQ-kmyg|Geoffry M.|1|1|0|2
AHa6h62dHUog83RXGeKLDA|Danielle J.|1|34|5|5
MecPyIV5QaA6Ml63v_YrWA|Maryjane T.|1|0|0|0
wHc7auXp3GsIRRDfZ9PVgQ|Melanie v.|1|2|0|1
9oDwZu4WosvCh5jJYblX8A|Vesper G.|3|3|0|0
aOKFxiYcOFFn9Tox3sc-4Q|laura W.|4|257|148|124
Qn49RX3JRzvsSeM6svOKqw|Danielle B.|7|49|26|46
QM3MkHrcW1QrkBb2Lqh8IA|barbara c.|1|7|0|3
aQ_ccN-q95KU7dV8C2SDvw|Zianna M.|2|2|0|0
_cpdM9o4XnAJAEZhAolltw|Sugar G.|4|23|4|10
3l4o86P1ODth4eWZeHsaBg|Ashley H.|2|25|3|6
1GEbPEQmCd9Vgkg4cKITkQ|Jo P.|2|7|1|2
yKZddD7VkELpw1RXpQ4MRw|Tobin B.|2|15|13|3
Ohr_XR1uiFE8UvpL6ID2Kw|Mark C.|1|14|3|6
3awRMWQleAc5TvvnxO0lPw|Susan B.|2|5|1|0
cERTy8KUdLyvPZIIWKJnlA|Jamie H.|2|48|6|25
lrUoTkfHV4oxh_bMh8lcsw|Kat W.|1|26|6|10
ecaKpGlfwHpjbyqFRxpT-Q|Andy L.|1|1|0|0
1ckyMCI8Xm4Rje__xMFQDQ|jane c.|1|1|0|1
c0clIO49NCg2-YbiOUCeYQ|carter c.|1|0|2|0
zD7iHv-sVQe98kuNoAS_Xw|Elio K.|1|1|1|0
Lv7Sx4EBtS4Yxa8WmYsA0Q|Luke M.|1|38|45|17
4pMDH_E2pw23ImawtLIWgg|John L.|5|61|25|44
NrHY0p1tAkt6c9npr2jfoQ|Rokitjogo G.|1|7|1|0
F66IcARdDQ_po40W8hgybg|Duane B.|1|15|0|0
Dz1oc9aY7Pg_5PWkFDr65A|shana b.|1|9|9|6
aJFp_kDuz2cKHF41X3zbyA|Chris S.|1|60|16|25
5oZsL2VNNUWW0JauD9JDFQ|Seth S.|1|4|0|1
DaKsvjxQ7Bo1evH0CT_REw|Samuel W. B.|1|16|3|10
wHb0eK5x6hXLVw7-rhU5dw|Chris K.|1|131|247|65
y2pL6_HrHVcy7IBTjNfK2w|Joel M.|1|327|247|230
46Yv-Uy6Z3mJdPlFDOmVyA|Brittany M.|4|121|30|84
XrNBtWD3hdZDV2ltqby8Ow|Jenn L.|1|0|0|0
MumNa7z3dwDr3-bvr3ygUw|Rebecca M.|1|1|0|0
VycOcm8m07dnA5rZQUCu7g|Stephanie S.|1|3|2|0
NjHg41vqmslmyPTRpDsLIA|Betsy S.|1|143|70|90
E0MvFtLzeXEOsVLAEiuC2Q|John M.|2|8|3|0
IiB5ckmtp3-Il1B8iriMeA|Min L.|4|187|66|135
plOtZruZJ-rxF7VCgeS40A|Samuel F.|14|85|13|33
kReDXaEiF_uVQ9ARsqijqg|sara c.|1|3|0|5
SXoo-E_R5ndg0VUpk_q6zw|marie m.|2|17|18|3
1AHMW8yyY6NDgvM4ClB4Ng|L T.|2|13|8|7
fgK9vUWFuAYo0KOv3d_kEg|Brian H.|1|6|0|2
ZhK2xIa4f73JZfua7IP8vA|Steve L.|3|65|67|42
qRFNBzYzK4FluN3C-dnO6w|Dani G.|5|372|148|105
V7vAB8x1zeM-E2LeRMZSTw|Jay E.|6|180|30|38
CVi3rrJBnv31rMFO3R3pzg|Emma F.|1|14|0|7
9P6R-hDHSDW6vCueiJdKtg|Amy M.|1|4|4|4
n0LmRCPynxrXYAmCElp2PQ|Nan W.|2|130|75|35
Up0qlOHfNj57b3RtTEGA-A|Elizabeth B.|8|23|2|4
HfL-m5gNTjtRfDaG8H5j2g|kaori t.|1|14|4|9
EQ9vqHpiEOACWGTOqsQxZw|Orlando R.|2|96|40|58
DPrQroOPNzDGk71GpOYb_g|Brett B.|1|1|6|1
oiwLmCK9lVFOEey8fZvDtg|kyle connecticut x.|1|6|6|3
99WbAuIcCgssOzMsf6y9dw|Scott W.|1|2|0|0
4AmpFfCvOqnYE7uNAHib2w|Leslie S.|1|1|1|1
qs-2OgFAsKZ5rfcWYnyYSg|Jon M.|1|2|0|0
05IGnmFjBJaki9VNo1Qsng|Daniel C.|1|6|2|2
ywfeMDH9UlWBRc9zmVUhGQ|Adam C.|1|348|562|308
P6iCu_5ixbCQwgy95PX2Ww|Tacoshi M.|2|1|0|0
8RcOuoC2eoI92LIbOkeAoQ|Samantha S.|5|804|371|437
m2Cwh5ycLIk27bEiZlVJhw|Jeff M.|3|2|0|1
OJm9oXOL5PXDvW9gkay67A|Sue G.|1|4|0|0
USiX_GqWygylifqPxeQOTA|Maggie B.|1|22|1|7
4rQeHEi5_TN_0iVlI5x7zg|Craig L.|1|23|8|3
kf0vYfW9CF1lSS_o92MxgQ|Joe B.|1|1|2|2
VZUHcHoSYtn8mKq31hAM-g|Glaciala A.|10|290|36|121
vxdvQzk_jPtd_4NQmnOEmA|Silvia S.|1|16|1|7
kDzOmJ6PvJPptrliY1Ui2w|Khalil H.|1|9|7|7
CWZt6lnPbf2zM_thm9585g|David Y.|3|255|62|114
YYIRJ5_FvnueAxxbduHE9Q|LU A.|1|32|16|12
WJbauYv8AiBhBoH8K9AGYw|Ted D.|2|19|3|6
m0fRK4Z7FbsfifT56bpvSQ|Krutin D.|1|0|0|0
SFN59whK-1UyJutPZfxJxQ|AJ G.|1|2|1|0
yrqzt5IeOGQ3xa98vZQ0xw|Chris J.|5|214|62|51
7zDCeCydwiznc6k40L_ELQ|Kendal G.|1|2|1|0
9aIPSfVYbVuZsAimywh-QA|Leah S.|3|13|5|2
EWhw09_MyTPmhbYB7rvrHw|Juanita S.|1|4|2|0
zkc0E7qgDGGrrOyQdZib-Q|Rodrigo G.|1|1|0|0
8EO5gYK2Jl6nhXzGRk_DKQ|Mia N.|4|3|1|0
6nG_PDFmof4iwDHglfDmZw|Josue M.|1|5|8|1
ZpnA9ZDunx6LwHIo7Gw8wg|Madeleine H.|9|93|60|39
fuGHOJoalAnnVlIIm_BDhw|Judah R.|1|5|1|0
foiJACiCJsjt0_f7LbL_Gw|Brenda M.|1|0|0|1
QXpnzZROCTh01fRyLIW3SQ|Maria B.|1|29|6|23
K52lKOTyc5cAbNW5IZ33rQ|Jillian S.|2|3|0|1
elO6H690rrADGviefWytgQ|Ace C.|1|26|5|6
KeZLeCyNKet6m4gxlNR-dA|Mike C.|2|16|3|3
VsuRmh2LQwOChs8nu60nQw|Linh D.|1|120|5|24
VM-n8b2PFw9EbrnsneUEzg|Margaret B.|2|9|1|5
KThRHbS3QSsIOJ0iESVsGQ|Stephanie C.|1|1|0|1
v2mdlP25qQyGm7d694rw2Q|Kevin S.|1|0|0|0
lAlQ2x_AfgBlQuwlgyCrlA|Eric P.|3|171|258|117
kuiilNx6We_mhH99FgEUsA|Manny F.|1|1|0|0
8vmNrj-MS-pz37Ua_aqmkw|Jeff M.|1|112|19|49
uB7upmtvrIhIt33QffSG2Q|Tony Y.|1|7|2|4
48Y0wqpzagU3sTjfNfdr_A|mrs q.|1|17|6|5
ShzrF7wOpa7CBYYou4F-Dw|Allie H.|1|22|12|9
jdQAQxGN4eiBy-ofZJ4gZA|Jessica M.|1|13|9|8
waOHBCR_5QaQBBQ5yryYrw|Rose B.|1|0|0|0
qG03Hm_lfWaivt6QWF3ybw|eddie w.|1|0|0|0
xhVwDsKlmfVdnvtMPTdyyw|Jim L.|1|0|0|0
DzUwQFXHEO0ISRp4WLcB0A|Michelle S.|12|54|16|35
5632UnVRMMf6wjISEG_iXg|Zach P.|1|3|2|2
58g59E-c7_vyp6NpMJSJRg|Alex B.|1|0|2|0
f8dTQPyPkOatuFKtgt9Vkg|Jasmine S.|1|5|0|0
Hhhq0hCE0CRL3DW6MiDu-Q|Renee H.|1|17|0|12
Bmf1WdjsSmyvxpiBnM0JYA|Kara N.|1|5|0|1
NjlFUdnPsy3XJkFRNXuYzQ|John N.|2|3|1|2
EWTQJpU14PB7cdxThuVNtA|K. L.|1|42|11|12
beb89IBbQjR3OBSjID_yjg|Kate G.|1|4|2|1
5tA-QJBANAicg-z_NLa4ZQ|Dan M.|1|129|29|104
aWI8rAKcKn28-pd3dclb6g|robert m.|1|1|1|0
46Fj-TdPlZuTvhTnNEjA0Q|Jean R.|11|121|28|70
DUA3mNST9V1-39RkcgyaTA|Keith M.|1|68|7|8
g-1H5NAzK1Abbm-h4MQ3Rg|stephanie g.|2|10|0|9
bBoL76FIW_F7gSJffCy4rg|Michele C.|1|2|0|1
hWdpZvbl_17mL4pKYc8mwA|Chris H.|1|98|33|37
9jOiY84_hTvRpvIbEeUkyQ|mindy a.|1|1|4|0
1ZxQe_ZeUG24aEL1r6gTcA|J B.|1|28|3|5
51D5EoGld3PSFz-OBV3_VA|Jason L.|3|80|39|25
DFvSD0NcDKIHTP_rrxUZ4w|Ronda F.|1|14|3|3
E1O4Ux79BMjSYatbAvUsiw|Mohsan E.|1|0|0|0
OWT572hZqwQrUZyfulTniA|Grace F.|1|49|43|21
D_4XAGLCy9btfE1i8ZcYEw|J G.|2|1|1|2
S8aunXrPaNU-WSlWxT_h0Q|Dave C.|1|14|2|4
O8-W09-2WOp68BKa4E8_lg|Nicole E.|1|34|3|9
yd6Bs-RRmD_0H1qYLV6twQ|Kristen S.|1|1|0|0
viF8BGrOYgfwPxZmDYq_Xw|Jack P.|1|0|0|0
i5TKDx60dXbjxyDtJEbyXQ|Holly D.|1|20|2|3
4-9JDM7Xxy3ruSiGjxVERA|Nancy Z.|2|423|413|295
-FlV4qnOOAphPgbGDgI8pA|Julie Y.|3|20|1|6
xnFDA8Ps2mb2lKc65m5CHg|Bill K.|1|4|1|2
Bzaeqmh2nBxe-qJmLXHVmw|Michael F.|1|10|3|4
EAeG8nT-a5-4k_VkFZHKmw|Jason S.|1|28|10|9
k-PdDyHQ5fIVrBay-hFIJQ|R S.|3|51|7|24
pP9VS6Oq5A0kobTE-cQcOw|Paul L.|1|35|13|14
IcdxwCBX6rNHwlcFJEVVtQ|Hilary H.|24|2156|801|1359
ZgVNbpNgGBSVrhyrDGNMpQ|Alina R.|1|97|22|47
MLZPlIShyqcrnIt3u8glaQ|Laura B.|4|14|7|7
S4IE2EjxNN9t6RdIKFvGpQ|Will H.|1|1|0|0
iEmb_1SWLaIPlGQoHYwIzw|Michael F.|1|2|3|1
iK0rgnRqD_UjxTG-XSMz1w|Gary M.|1|6|0|0
N6a4UQEQ894OqyH8LNvuNw|Dustin M.|1|1|1|3
JvHKZCi5KJDdwPnIeDbBmA|Sunny S.|1|31|13|5
qYgokKt5XefyTpUzWywc1g|Maggie N.|3|7|3|6
5GFGyQzu03HZgbjBheNDdg|Cross P.|1|7|5|5
t-sBCG6-YFgtD1nNQL5cTA|Chris K.|1|23|1|3
dl1gmdQIfB7hc_vk2C75-g|Donna L.|1|25|14|9
V9SCOLiM5ZtoL8UJkwp5NQ|Amelia A.|2|60|26|21
mjkqYTie6toPuX5M-nx4Fw|Liz T.|12|115|37|41
V9ijc32JRXUtCEIJ3iTDuQ|Tommy A.|1|229|182|141
RAuO7sZCpnCMZ18BKbQ60A|Irapuca P.|1|22|6|7
rcwGZMC5PmfnQaauL_vY7A|Ron B.|1|10|5|5
tFGrJRTQ7TqEk9CYxN4_4Q|Cole J.|1|15|6|0
mGVtRSXn0iUcjyPwqSzn6A|PJ D.|3|86|53|20
C3SBuE9gJ5EPGN4La8OPsQ|James T.|1|0|0|0
kXdq_tyzV1RbgsjRLyy_yA|Kaity J.|1|610|366|513
nh6u3G9fVyyCHLbCCioeQw|Dennis K.|1|207|207|174
s3h4qbJoPLcFvDDuJKKsGQ|Dave D.|1|10|4|3
FFT3LSfRyKUOok6f61oV8Q|Shaina R.|1|0|0|0
PBQkSSW-mkjF_R2eAYMV7Q|Suzy W.|1|20|3|3
3XxsH5vS3yJDnYLxSnRu3A|Mats K.|23|339|104|134
MeXzhs6pprFQWTgDkZOajw|Joe P.|1|1|0|0
MIkLiyS0inki9Y7h8x3RwQ|Tom And Nichole P.|1|2|0|0
9bd7MWA9WOTBP-cQa8MQTQ|girl g.|1|7|0|0
nWSxq7oUGbHdnKEyak0oow|Casey J.|4|39|11|12
2o0uVjXpnfoIbSZg3iUE-A|Kathleen E.|1|0|0|0
_QxrpsHg8E1oXAT33-fAlA|larry l.|1|2|1|0
5dX3_rtwzKApv4f8ykbGPQ|sandy e.|1|9|11|1
F0tYHaVuk58XIxbv8ZfrjA|steel m.|4|39|5|12
brRzqigVvTA82aqkC0Ekng|Churk L.|2|8|21|11
Hxqhwp9L1c0Q7QpX6n0hiw|Sarah T.|2|324|219|196
T06jvcH26tQcTIIkobaJBA|sandy y.|2|180|159|151
L1mMQhpRkToKQU_rtm4IRw|Chief H.|1|286|154|222
m_ZofG4UObEMBND2vdyiwg|Sean C.|5|1924|1666|1601
ge4xiFa_TesgDmgZLVzQFw|CHARLES S.|2|6|1|0
VbHAx_JOu5h_-FBOqVfSiQ|Susan A.|4|56|5|11
Hfad3jVN5zBPd2ZXU7zADw|Catherine S.|2|91|26|36
ldeTSmGQoQDJnt_yCDZ6Ng|Nick P.|6|710|609|543
rrbi3UTudtJ4FxEtyzbeog|Shaina B.|2|4|1|0
rVdyPGQvVSPP0QOdlxX2xg|Eric Q.|1|27|13|15
343SitEpnQj0HQDg41RIYQ|Christopher F.|1|89|36|39
abqr4Eet8dOSzMtpEegXjg|Martina H.|1|1|0|0
m7iiJlloCRfWaCPwQwTmpg|Rhoda G.|2|1166|653|973
RczdkB0ykutux2-4MtJG1Q|Kristi L.|2|60|11|16
rN35VDaSKEpewqoDWznfGg|Joshua K.|2|11|2|7
2H9mBsGY_KzxXJoahkHU6w|Patricia C.|1|22|5|6
PqEMzxn_7OHpqpwr0bXYkA|Erin C.|26|322|130|145
5OqKikoeSFMicmy4qP4d3g|Aaron M.|3|18|8|8
9JQf5pqy8RVb1IHjBRVXkw|Jessica V.|1|0|0|0
CFbIJVbAQ2ODFQHAImJ9jQ|Kyley C.|1|9|2|5
GG5wChU1tKY4XFwPNTGpnw|Anthony L.|1|12|1|2
6lF3WDsZ-gLAvwUwRNIzpQ|Cheshire S.|1|14|5|7
VH74KrJYbRXhDiIRhSUjRA|Domenico D.|1|40|17|19
jswNAXahSVbb_NRDFjMgbg|Robin K.|1|4|1|0
lchY7XsQ4jgMG4H5OVXlCw|Maryam H.|4|107|149|82
LhXNBfgSCWZqBEaGY7j_9w|Allena B.|1|7|0|8
LgTQHEtSI42z474OF4FbuA|Charles S.|6|36|7|12
rkDyfkPMBXXX5GKeBxhQdA|Laura T.|4|47|5|14
mKazrfu3uacJEuTumuKQtA|Kate C.|1|0|0|0
3Y8yeZTdUMFSqr0Cf1n24A|Ailette R.|1|2|0|2
eb1C6UJdc9a_a7twYMIxyQ|you y.|4|18|1|3
3tOmTPbCmECyKkzjoPtnvg|Matthew V.|2|74|54|47
HayM8BOYcuudJ-W6iQ0SkQ|Joanna r.|12|91|15|27
ss-IQASyH-N_MHTdWcmEPA|Kris D.|2|10|2|4
KxLsjy0sRewxG9Ved77sRw|Chanrathany P.|1|3|1|1
c_Luj2zmb18rmRxm60wLYQ|holly w.|1|7|4|2
MQkBFGqfUP-VZoA-pOQBKQ|Erin B.|1|22|2|6
B50Kh_Yw_SbHdqtqRY2HGw|Lauren S.|1|3|1|0
wysoUcHx8q5eySS_AKvJGg|Kelly S.|1|22|5|7
-SkdK9egKMc7GhkR1GWghw|Justin S.|1|697|446|538
b9dEIDhMtH7wVkS71vsM0Q|Juan R.|2|2|1|2
ALeNQJVN_de7L_EqU5w1sQ|Mark E.|1|6|3|3
cbItqaNDC4xgwxbNvWodYg|Meaghan K.|4|13|3|4
iNThBl43fB0UM-3vfiS4wg|Ardith W.|1|5|0|0
jiwCEM5wwwYLk7p6sJR2Og|AzilennA T.|1|7|1|1
rVrsWTJHyUeNOwHmozpGkQ|Hillary S.|3|30|2|16
-Ecm_cRLt4WI9r0P9fBGeQ|Andrew B.|8|116|57|82
x0t0Vj9EzI9jA5rRy4KRLg|Jim Y.|1|2|1|1
fKWhNShAzd6nxbgADSqz8A|Kapua P.|1|43|9|17
irH6e37NowYq4V-m6GYV1g|Le H.|2|57|36|52
NQZWHudo9pJS_TKEGc7inA|Stephen G.|1|203|188|199
mopmt-bLDCcejFpy8LYZrw|Jon T.|1|10|3|5
IVEuPluq44tGeRv3-htf-Q|Aaron W.|1|128|50|48
16bmaGpCAqZB0PzjLTADWA|John F.|1|91|27|16
ziL8chrxFpGtA0oFQNUrwQ|Kel S.|18|140|49|47
xskdmkZQJVqFLgwhrB6vrw|Maryam S.|1|167|119|120
qhXzRCaOefWM2v_Ux48YoQ|Justin H.|1|16|5|4
WaDYQhBBX-kZ6qoO3SrZfw|Allison C.|1|218|102|104
6zXXPnOW_msFxsbZ6GFXXQ|Lady Fang Y.|8|157|66|59
ueFQVGi7j45QcXT-HU-dHg|Chris D.|1|8|44|3
9367op-xK60le555yFvQ8A|Adrienne M.|1|23|4|7
jSQtLSAjNPRS6V7wfBkwsg|Ellen P.|2|14|0|4
g7cgXInB-JLtTkudvkzo7A|Cassandra S.|1|4|1|2
0bf854a1nA-eN15Hq7gdKQ|gina p.|2|3|1|2
C1K9VHWJuBInQTNBEfWqhw|Mitch K.|4|106|39|33
gVFxZMcuG_Tal2_TnpmUPg|Stephanie M.|11|101|35|51
F7IRykjMFSBbM2V0odAwxQ|Tonya R.|2|5|1|0
oLUlqf4ONRondxvLXxjhDQ|Sarah B.|1|1|0|0
8DBsQHoNYIdddr0Qa-WlNw|Kelly B.|1|21|4|13
NfNpWY5yJWBlPjVk2szcyA|Kendra s.|1|1|0|2
Sx-8lxY1PR4ZynE6p-rsng|Justin M.|1|1|0|1
buK41T4yVMmqYD0sYCBjyw|John R.|1|7|0|5
t9CYA491C7ux-vBwwCwnbg|Cory K.|3|26|8|17
